Reef,Location,Transect,Depth,Coral Cover,Diam_cm,Date,Time,Exposure,Behaviour,PreyItem,X_transect,Y _belt,Exposure_binary,Time_Cat
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,31,2,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,37.2,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,37.2,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,37.2,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,37.2,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,35,11/12/2016,7:00:00,0,Resting,,48,-2,0,Morning
Rib Reef,Site B,B-02,3m,74,38,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,33,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,40,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,20,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,40,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,40,11/12/2016,7:00:00,0,Resting,,49.5,0,0,Morning
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,8:00:00,40,Resting,,1,-0.4,0,Morning
Rib Reef,Site B,B-02,3m,74,33,10/12/2016,8:00:00,15,Resting,,2.3,0.8,0,Morning
Rib Reef,Site B,B-02,3m,74,26,10/12/2016,8:00:00,5,Resting,,3.8,2,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,10,Resting,,11.4,-1.2,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Moving,,12.5,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,12.5,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,8:00:00,0,Resting,,12.5,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,15.3,0,0,Morning
Rib Reef,Site B,B-02,3m,74,41,10/12/2016,8:00:00,0,Resting,,15.5,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,28,10/12/2016,8:00:00,0,Resting,,15.5,-2,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,20,Resting,,17.2,1,0,Morning
Rib Reef,Site B,B-02,3m,74,26,10/12/2016,8:00:00,0,Resting,,17.2,1,0,Morning
Rib Reef,Site B,B-02,3m,74,26,10/12/2016,8:00:00,0,Resting,,17.2,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,18,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,18.6,-0.5,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,18.7,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,19.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,20,0.8,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,18.7,0.5,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,18.7,0.5,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,18.7,0.5,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,17.2,1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,17.2,1.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,17.2,1.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,17.2,1.3,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,100,Feeding,Acropora,23,2,1,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,23,2,0,Morning
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,8:00:00,0,Resting,,23,2,0,Morning
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,8:00:00,0,Resting,,23,2.1,0,Morning
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,8:00:00,0,Resting,,23,2.1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,23,2,0,Morning
Rib Reef,Site B,B-02,3m,74,33,10/12/2016,8:00:00,0,Resting,,23,2,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,10,Resting,,26.5,2,0,Morning
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,8:00:00,0,Resting,,26.8,1.2,0,Morning
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,8:00:00,0,Resting,,26.8,1.2,0,Morning
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,8:00:00,0,Resting,,26.8,1.2,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,26.8,1.2,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,27.4,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,8:00:00,50,Feeding,Acropora,27.4,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,27.4,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,8:00:00,0,Resting,,27.4,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,27.4,1.5,0,Morning
Rib Reef,Site B,B-02,3m,74,45,10/12/2016,8:00:00,50,Feeding,A. hyacinthus,31.1,0.8,0,Morning
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,8:00:00,0,Resting,,31.1,1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Feeding,A. hyacinthus,31.1,1,0,Morning
Rib Reef,Site B,B-02,3m,74,28,10/12/2016,8:00:00,0,Feeding,A. hyacinthus,31.1,1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,31.1,1,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,50,Feeding,A. hyacinthus,32.3,1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,37.2,0,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,37.2,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,37.2,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,37.2,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,20,10/12/2016,8:00:00,0,Resting,,45.6,2,0,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,0,Resting,,46.6,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,8:00:00,0,Feeding,A. hyacinthus,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,33,10/12/2016,8:00:00,60,Resting,,47.4,0.3,1,Morning
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,8:00:00,60,Resting,,47.4,0.3,1,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,50,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,20,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.4,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,8:00:00,100,Resting,,47.3,-1.2,1,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,47.3,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,48.6,-1,0,Morning
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,8:00:00,100,Moving,,48.5,-1.2,1,Morning
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,8:00:00,40,Resting,,49.5,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,8:00:00,0,Resting,,44.1,0.3,0,Morning
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,0.5,-0.3,1,Night
Rib Reef,Site B,B-02,3m,74,33,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,2.3,0.5,1,Night
Rib Reef,Site B,B-02,3m,74,26,10/12/2016,20:00:00,0,Resting,,3.8,2.2,0,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,11.6,-2,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,13,2,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,12.7,1,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,0,Moving,,12.7,1.4,0,Night
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,15.4,0.4,1,Night
Rib Reef,Site B,B-02,3m,74,41,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,15.5,-3,1,Night
Rib Reef,Site B,B-02,3m,74,26,10/12/2016,20:00:00,0,Resting,,17.2,0,0,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,0,Resting,,18,0,0,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,18.6,-0.5,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,0,Resting,,18.7,0,0,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,0,Resting,,19.4,0.3,0,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,0,Resting,,20,0.8,0,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,17.2,1.2,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,17.2,1.2,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,17.2,1.2,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,17.2,1.2,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,17.2,1.2,1,Night
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,33,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,27,2,1,Night
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,27,2,1,Night
Rib Reef,Site B,B-02,3m,74,32,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,27,2,1,Night
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,27,2,1,Night
Rib Reef,Site B,B-02,3m,74,45,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,31,1.8,1,Night
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,31,1.8,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,31,1.8,1,Night
Rib Reef,Site B,B-02,3m,74,28,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,31,1.8,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,31,1.8,1,Night
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,35,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,22.7,2.1,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,36.5,-1.8,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,36.5,-1.8,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,36.5,-1.8,1,Night
Rib Reef,Site B,B-02,3m,74,38,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,33,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,20,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,40,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,49.5,0,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,36.5,-1.8,1,Night
Rib Reef,Site B,B-02,3m,74,25,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,36.5,-1.8,1,Night
Rib Reef,Site B,B-02,3m,74,30,10/12/2016,20:00:00,100,Feeding,A. hyacinthus,36.5,-1.8,1,Night
Rib Reef,Site C,C-01,6m,34,21,5/02/2017,10:00:00,0,Resting,,5.2,0,0,Morning
Rib Reef,Site C,C-01,6m,34,27,5/02/2017,10:00:00,100,Resting,,39.1,-0.8,1,Morning
Rib Reef,Site C,C-01,6m,34,30,5/02/2017,10:00:00,100,Resting,,26,1.7,1,Morning
Rib Reef,Site C,C-01,6m,34,30,5/02/2017,10:00:00,100,Resting,,26,6.1,1,Morning
Rib Reef,Site C,C-01,6m,34,30,5/02/2017,10:00:00,0,Resting,,26,2.8,0,Morning
Rib Reef,Site C,C-01,6m,34,42,5/02/2017,10:00:00,100,Resting,,33.2,-3,1,Morning
Rib Reef,Site C,C-01,6m,34,35,5/02/2017,10:00:00,50,Resting,,39,-1,0,Morning
Rib Reef,Site C,C-01,6m,34,35,5/02/2017,10:00:00,100,Moving,,1.9,-2.8,1,Morning
Rib Reef,Site C,C-01,6m,34,25,5/02/2017,10:00:00,100,Resting,,16,-1.5,1,Morning
Rib Reef,Site C,C-01,6m,34,28,5/02/2017,10:00:00,100,Resting,,37,-1.2,1,Morning
Rib Reef,Site C,C-01,6m,34,37,4/02/2017,13:00:00,10,Resting,,1.3,-1,0,Midday
Rib Reef,Site C,C-01,6m,34,21,4/02/2017,13:00:00,5,Resting,,5.6,-2,0,Midday
Rib Reef,Site C,C-01,6m,34,39,4/02/2017,13:00:00,5,Resting,,14.1,-2,0,Midday
Rib Reef,Site C,C-01,6m,34,38,4/02/2017,13:00:00,100,Moving,,21.4,-5,1,Midday
Rib Reef,Site C,C-01,6m,34,28,4/02/2017,13:00:00,50,Resting,,23,-1,0,Midday
Rib Reef,Site C,C-01,6m,34,27,4/02/2017,13:00:00,5,Resting,,39.1,-1,0,Midday
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,13:00:00,100,Feeding,A. nasuta,26,3,1,Midday
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,13:00:00,10,Feeding,A. nasuta,26,3,0,Midday
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,13:00:00,0,Feeding,A. nasuta,26,3,0,Midday
Rib Reef,Site C,C-01,6m,34,24,4/02/2017,13:00:00,5,Resting,,17.4,0,0,Midday
Rib Reef,Site C,C-01,6m,34,37,4/02/2017,19:00:00,10,Resting,,1.3,-1,0,Night
Rib Reef,Site C,C-01,6m,34,21,4/02/2017,19:00:00,5,Resting,,5.6,-2,0,Night
Rib Reef,Site C,C-01,6m,34,39,4/02/2017,19:00:00,5,Resting,,14.1,-2,0,Night
Rib Reef,Site C,C-01,6m,34,38,4/02/2017,19:00:00,100,Moving,,19,-6,1,Night
Rib Reef,Site C,C-01,6m,34,27,4/02/2017,19:00:00,5,Resting,,39.1,-1,0,Night
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,19:00:00,100,Resting,,26,3.5,1,Night
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,19:00:00,100,Resting,,26,2,1,Night
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,19:00:00,0,Feeding,A. nasuta,26,3,0,Night
Rib Reef,Site C,C-01,6m,34,24,4/02/2017,19:00:00,100,Moving,,16.5,-1,1,Night
Rib Reef,Site C,C-01,6m,34,22,4/02/2017,19:00:00,0,Moving,,3.4,1.6,0,Night
Rib Reef,Site C,C-01,6m,34,24,4/02/2017,19:00:00,100,Moving,,4.5,0,1,Night
Rib Reef,Site C,C-01,6m,34,33,4/02/2017,19:00:00,100,Moving,,5.3,-3.2,1,Night
Rib Reef,Site C,C-01,6m,34,30,4/02/2017,19:00:00,2,Resting,,4.6,-2.5,0,Night
Rib Reef,Site C,C-01,6m,34,25,4/02/2017,19:00:00,0,Moving,,9.7,2,0,Night
Rib Reef,Site C,C-01,6m,34,34,4/02/2017,19:00:00,100,Moving,,19.6,3,1,Night
Rib Reef,Site C,C-02,6m,44,35,5/02/2017,10:00:00,10,Resting,,44,-1.3,0,Morning
Rib Reef,Site C,C-02,6m,44,27,5/02/2017,10:00:00,10,Resting,,44,-1.3,0,Morning
Rib Reef,Site C,C-02,6m,44,30,5/02/2017,10:00:00,5,Resting,,44,-1.3,0,Morning
Rib Reef,Site C,C-02,6m,44,13,4/02/2017,13:00:00,15,Resting,,21.7,-2.5,0,Midday
Rib Reef,Site C,C-02,6m,44,35,4/02/2017,13:00:00,0,Resting,,43.3,2,0,Midday
Rib Reef,Site C,C-02,6m,44,25,4/02/2017,13:00:00,0,Resting,,49.8,1,0,Midday
Rib Reef,Site C,C-02,6m,44,25,4/02/2017,13:00:00,0,Resting,,47,-5,0,Midday
Rib Reef,Site C,C-02,6m,44,27,4/02/2017,13:00:00,0,Resting,,42.1,0.6,0,Midday
Rib Reef,Site C,C-02,6m,44,13,4/02/2017,19:00:00,50,Feeding,A. muricata,22,-3,0,Night
Rib Reef,Site C,C-02,6m,44,35,4/02/2017,19:00:00,100,Moving,,43.2,2.5,1,Night
Rib Reef,Site C,C-02,6m,44,25,4/02/2017,19:00:00,0,Resting,,49.8,1,0,Night
Rib Reef,Site C,C-02,6m,44,25,4/02/2017,19:00:00,0,Resting,,47,-5,0,Night
Rib Reef,Site C,C-02,6m,44,27,4/02/2017,19:00:00,100,Moving,,41,-1,1,Night
Rib Reef,Site C,C-02,6m,44,30,4/02/2017,19:00:00,10,Resting,,42.5,-2,0,Night
Rib Reef,Site C,C-03,3m,55,28,5/02/2017,10:00:00,100,Resting,,9.8,-2.5,1,Morning
Rib Reef,Site C,C-04,3m,48,33,5/02/2017,10:00:00,60,Resting,,36,2,1,Morning
Rib Reef,Site C,C-04,3m,48,28,5/02/2017,10:00:00,80,Feeding,Encrusting Montipora,50,1,1,Morning
Rib Reef,Site C,C-04,3m,48,33,4/02/2017,13:00:00,100,Feeding,A. hyacinthus,36.3,2.1,1,Midday
Rib Reef,Site C,C-04,3m,48,33,4/02/2017,19:00:00,60,Resting,,36,2,1,Night
Rib Reef,Site C,C-04,3m,48,25,4/02/2017,19:00:00,2,Feeding,A. gemmifera,29,1,0,Night
Rib Reef,Site D,D-01,3m,23,36,12/05/2017,9:00:00,50,Resting,,0,-1.5,0,Morning
Rib Reef,Site D,D-01,3m,23,42,12/05/2017,9:00:00,70,Resting,,0,-1.2,1,Morning
Rib Reef,Site D,D-01,3m,23,30,12/05/2017,9:00:00,0,Resting,,25.1,-0.5,0,Morning
Rib Reef,Site D,D-01,3m,23,35,12/05/2017,9:00:00,5,Resting,,29.3,-0.3,0,Morning
Rib Reef,Site D,D-01,3m,23,42,12/05/2017,9:00:00,100,Feeding,A. nasuta,32,0.5,1,Morning
Rib Reef,Site D,D-01,3m,23,28,12/05/2017,9:00:00,0,Resting,,28.8,0.4,0,Morning
Rib Reef,Site D,D-01,3m,23,28,12/05/2017,9:00:00,0,Resting,,47.2,-1.2,0,Morning
Rib Reef,Site D,D-01,3m,23,30,12/05/2017,9:00:00,100,Resting,,6.2,-3.2,1,Morning
Rib Reef,Site D,D-01,3m,23,30,12/05/2017,9:00:00,100,Feeding,,5.8,-1.5,1,Morning
Rib Reef,Site D,D-01,3m,23,25,12/05/2017,9:00:00,50,Resting,,2.7,-2,0,Morning
Rib Reef,Site D,D-01,3m,23,35,10/05/2017,10:00:00,10,Resting,,0.5,-0.5,0,Morning
Rib Reef,Site D,D-01,3m,23,35,10/05/2017,10:00:00,20,Resting,,2.4,-0.4,0,Morning
Rib Reef,Site D,D-01,3m,23,36,10/05/2017,10:00:00,0,Resting,,2.7,0,0,Morning
Rib Reef,Site D,D-01,3m,23,42,10/05/2017,10:00:00,50,Resting,,5.5,0.6,0,Morning
Rib Reef,Site D,D-01,3m,23,30,10/05/2017,10:00:00,10,Resting,,11.3,0.8,0,Morning
